institution_name,institution_type,province,city,street,postal_code,phone,email,website,program_categories,is_public,directory_id,created_at,source
Ballet Divertimento De MontrÉAl,training_provider,QC,Montreal,3505 rue Durocher,H2X 2E7,(514) 285-2157,danse@balletdivertimento.com,https://www.balletdivertimento.com/,Other,True,8c0713d4-bdae-4a82-9f1f-284d45342051,2026-01-10T13:15:04.820973+00:00,excel_import
Goethe Institute Inc.,training_provider,QC,Montreal,100-1626 St. Laurent Boulevard,H2X 2T1,(514) 499-0159,kurse-kanada@goethe.de; info-montreal@goethe.de,http://www.goethe.de/montreal,Arts,True,8f4364eb-7534-4f35-8816-28e8d114e6d3,2026-01-10T13:15:04.822163+00:00,excel_import
ÉCole De Formation Professionnelle En Hypnotisme Du Quebec Inc.,training_provider,QC,Montreal,236-410 St-Nicoles,H2Y 2P5,(514) 374-0364,,http://www.efphq.com/,Other,True,82c914cb-5bca-4026-9b58-1a7b11cb4c9e,2026-01-10T13:15:04.823272+00:00,excel_import
ÉCole Du Barreau Du QuÉBec,training_provider,QC,Montreal,215-445 boulevard Saint-Laurent,H2Y 3T8,(514) 954-3459,jstcyr@barreau.qc.ca; nparrameza@barreau.qc.ca; ecote@barreau.qc.ca; centresherbrooke@barreau.qc.ca; ecoledubarreau@barreau.qc.ca; centrequebec@barreau.qc.ca; directeur.ecole@barreau.qc.ca; centregatineau@barreau.qc.ca; services.etudiants@barreau.qc.ca; equivalence@barreau.qc.ca; ajean@barreau.qc.ca; centremontreal@barreau.qc.ca; stage.ecole@barreau.qc.ca; nlarchevequeroy@barreau.qc.ca,http://www.ecoledubarreau.qc.ca/nous-joindre/,IT,True,29fbf7de-04f3-482e-83e6-4b8e6d47dc02,2026-01-10T13:15:04.824332+00:00,excel_import
Ordre Des ÉValuateurs AgrÉÉS Du QuÉBec,training_provider,QC,Montreal,450-415 rue St-Antoine Ouest,H2Z 2B9,(514) 281-9888,oeaq@oeaq.qc.ca,http://oeaq.qc.ca/,,True,b01fe6d4-f0a1-473d-bdd7-d3955effd2d2,2026-01-10T13:15:04.825519+00:00,excel_import
"Lps Langues, Productions, Services, Ltee",training_provider,QC,Montreal,1101-505 Boul. René-Lévesque Ouest,H2Z 2Y7,(877) 526-4837,,https://ecolelps.com/nous-joindre-lps-brossard/,,True,b4fcb60a-06e7-48ab-9b93-cc075345bed1,2026-01-10T13:15:04.826632+00:00,excel_import
Ordre Des Opticiens D'Ordonnances Du QuÉBec,training_provider,QC,Montreal,601-630 rue Sherbrooke Ouest,H3A 1E4,(514) 288-7542,,http://opticien.qc.ca/,"Education, IT",True,3e55b5c5-4c43-49d7-a568-df7eabee7062,2026-01-10T13:15:04.827767+00:00,excel_import
ÉCole De Danse Contemporaine De MontrÉAl,training_provider,QC,Montreal,600-1435 rue de Bleury,H3A 2H7,(514) 866-9814,,https://www.edcm.ca/,IT,True,456d1e96-f55a-47a9-86a9-700c81d7d612,2026-01-10T13:15:04.828865+00:00,excel_import
Aym Ashtanga Yoga Montreal Inc.,training_provider,QC,Montreal,118-372 rue Sainte Catherine Ouest,H3B 1A2,(514) 875-9642,info@ashtangamontreal.com,https://www.ashtangamontreal.com/,"Education, IT",True,392f9a31-9a5d-49e0-be15-98002c60ae9c,2026-01-10T13:15:04.829924+00:00,excel_import
ÉCole De Gemmologie De MontrÉAl,training_provider,QC,Montreal,913-460 rue Sainte-Catherine Ouest,H3B 1A7,(514) 889-8589,info@igem.ca,http://igem.ca/,Other,True,8048861f-c38e-4e1b-abd6-c2eb83a5b53d,2026-01-10T13:15:04.830985+00:00,excel_import
Culture & Language Connections,training_provider,QC,Montreal,600-980 rue Sainte-Catherine Ouest,H3B 1E5,(514) 903-8897,,https://numa-inst.com/,"Education, Healthcare, IT",True,d2ae6804-4748-44f9-a909-5244147222eb,2026-01-10T13:15:04.832035+00:00,excel_import
Canada College Inc.,college,QC,Montreal,403-1118 Ste-Catherine W,H3B 1H5,(514) 868-6262,info@collegecanada.com,https://www.collegecanada.com/,"Education, Healthcare, Business, IT, Arts",True,db7cd9a1-f1cc-43e9-a315-fc23c1f749cc,2026-01-10T13:15:04.833083+00:00,excel_import
ÉCole De Radio Et D'ÉLocution PromÉDia,training_provider,QC,Montreal,700 - 1118 rue Ste-Catherine Ouest,H3B 1H5,(514) 470-0987,info@promediaplus.ca,https://www.promediaplus.ca/,IT,True,6aad09de-9214-49ea-9a2b-750e8e4108d4,2026-01-10T13:15:04.834111+00:00,excel_import
ÉCole Des MÉTiers Du Sud-Ouest De MontrÉAl,training_provider,QC,Montreal,717 rue Saint Ferdinand,H3B 3A7,(514) 596-5960,,http://ecole-metiers-sud-ouest.csdm.ca/,IT,True,4aace6cc-7e1f-4b9c-bc45-c952ea812fc5,2026-01-10T13:15:04.835119+00:00,excel_import
College Des Technologies De L'Information De MontrÉAl/Montreal College Of Information Technology,college,QC,Montreal,100&200-1255 boulevard Robert Bourassa,H3B 3A9,(514) 312-2383,,http://www.montrealcollege.ca/,"Education, Healthcare, IT, Arts",True,dc9f7e2d-0f77-4156-b272-329a5f91d13a,2026-01-10T13:15:04.835989+00:00,excel_import
ÉCole De Conduite Caa-QuÉBec - Montreal,training_provider,QC,Montreal,1313 rue Saint-Jacques,H3C 4K2,(514) 395-2973,ecoledeconduite@caaquebec.com,https://ecoledeconduite.caaquebec.com/fr/trouver-une-ecole/repertoire-ecoles-caa-quebec/fiche/ecole/montreal/,,True,0036a42c-245f-4414-8007-d6ee740178b3,2026-01-10T13:15:04.836787+00:00,excel_import
Institut International Delatte Pour La Psych-Bio- Acupressure,training_provider,QC,Montreal,700-1980 rue Sherbrooke Ouest,H3H 1E8,(418) 271-2186,gladys.leblan.physio@hotmail.com,https://www.gladysleblanphysio.com/,,True,cb4574fb-4ddb-454d-9041-495040762e26,2026-01-10T13:15:04.837553+00:00,excel_import
ÉCole Des MÉTiers De La Restauration Et Du Tourisme De MontrÉAl - Commission Scolaire De MontrÉAl,training_provider,QC,Montreal,1822 boulevard De Maisonneuve Ouest,H3H 1J8,(514) 350-8049,,https://ecole-metiers-restauration-tourisme.cssdm.gouv.qc.ca/ecole/,IT,True,a652699d-fdc7-433d-b505-9b889bd3974c,2026-01-10T13:15:04.838356+00:00,excel_import
ÉCole De MassothÉRapie Serica,training_provider,QC,Montreal,2320 rue Guy,H3H 2M2,(514) 507-7399,info@ikramassage.com,http://www.ikramassage.com/,"Healthcare, IT",True,6b8c3329-462e-4ab1-b339-f3d2fff55e2b,2026-01-10T13:15:04.839157+00:00,excel_import
CollÈGe Inter-Dec,college,QC,Montreal,8000-2000 rue Ste-Catherine O,H3H 2T2,(514) 939-4444,,https://www.lcieducation.com/fr/a-propos/au-fil-du-temps/college-inter-dec,Other,True,f09bce68-9f66-4969-a240-f696160b6e2f,2026-01-10T13:15:04.839930+00:00,excel_import
Distribution France LÉCuyer Inc.,training_provider,QC,Montreal,100-280 rue Sauvé Ouest,H3L 1Z4,(514) 272-0222,,http://francelecuyer.com/,,True,90554a96-0901-4b09-9f36-1b36fe7a087e,2026-01-10T13:15:04.840673+00:00,excel_import
Institut Tai-E De La MÉDecine Chinoise Traditionnelle - MontrÉAl,training_provider,QC,Montreal,3293 Place de Chazel,H3M 1E1,(514) 488-2095,yinyang2000@hotmail.com,https://www.webtcm.com/,,True,2455a40f-d8d9-44af-b91a-5ae5b225f6a2,2026-01-10T13:15:04.841424+00:00,excel_import
CollÈGe D'Enseignement En Immobilier Inc.,college,QC,Montreal,104-405 avenue Ogilvy,H3N 1M3,(514) 905-1551,,https://www.college-cei.com/,"IT, Legal",True,ee428473-53d2-49b1-9ba8-45f1779a6776,2026-01-10T13:15:04.842422+00:00,excel_import
Canada Coaching Inc.,training_provider,QC,Montreal,105A-7000 avenue du Parc,H3N 1X1,(514) 625-4863,,http://canadacoaching.ca/,Other,True,83973885-6b4b-4d48-9230-df64437e31b8,2026-01-10T13:15:04.843527+00:00,excel_import
Institut Psychanalytique De MontrÉAl,training_provider,QC,Montreal,7000 chemin de la Côte-des-Neiges,H3S 2C1,(514) 342-5208,spsymtl@videotron.ca,http://www.psychanalysemontreal.org/,,True,6af4c4f8-ea26-4a82-94bf-69a6fe282f1f,2026-01-10T13:15:04.844809+00:00,excel_import
CollÈGe Jean-De-BrÉBeuf,college,QC,Montreal,3200 chemin Côte Sainte-Catherine,H3T 1C1,(514) 342-9342,,https://www.brebeuf.qc.ca/,IT,True,d4e844e7-0a78-4dc0-8ddb-7709017b304e,2026-01-10T13:15:04.845896+00:00,excel_import
Centre De Lecture Rapide Clr Inc.,training_provider,QC,Montreal,5211 avenue Clanranald,H3X 2S5,(514) 484-9962,,http://www.clrdirect.com/,IT,True,cde4fddf-cf73-468d-a0bc-be8159c6143f,2026-01-10T13:15:04.846955+00:00,excel_import
Institut Yoga Essentiel,training_provider,QC,Montreal,2215 avenue Beaconfield Unit 105,H4A 2G9,(514) 862-5674,info@yogaessentiel.com,https://www.yogaessentiel.com/,"Education, Healthcare, Business, IT",True,fd4fde74-6481-4429-a3c2-5b0ba7a0a5ca,2026-01-10T13:15:04.848138+00:00,excel_import
Consultation ParamÉDicale En SantÉ Oculaire Inc.,training_provider,QC,Montreal,4389 avenue Harvard,H4A 2W9,(514) 346-2022,claireouellette@cpso-qc.com,http://cpso-qc.com/,IT,True,16febc04-26e0-4442-85c8-9e386da5aa91,2026-01-10T13:15:04.849212+00:00,excel_import
Group Ikra Inc.,training_provider,QC,Montreal,1-5101 rue Wellington,H4G 1Y2,(514) 507-7399,info@ikramassage.com,http://www.ikramassage.com/,"Healthcare, IT",True,98a4a8b1-ef51-4ea7-971b-459f6fe367b2,2026-01-10T13:15:04.850244+00:00,excel_import
Centre Martine Veilleux,training_provider,QC,Montreal,407-665 rue Galt,H4G 2P6,,,,,True,8a35be2a-f7c2-4070-9a23-01bbc4181367,2026-01-10T13:15:04.851257+00:00,excel_import
Centre De Formation Professionnele De Verdun - ÉDifice GaÉTan-Laberge,training_provider,QC,Montreal,3010 boulevard Gaétan-Laberge,H4G 3C1,(514) 765-7683,,https://verdun.centrecsmb.com/,IT,True,7c437b04-7c4a-4ecf-95bb-aa5a2c2306d7,2026-01-10T13:15:04.852296+00:00,excel_import
Cfp Verdun - ÉDifice Galt,training_provider,QC,Montreal,3010 boulevard Gaétan-Laberge,H4G 3C1,(514) 765-7683,,http://www.cfpverdun.ca/,IT,True,88451a10-f7a9-46db-8e87-476ba690dac7,2026-01-10T13:15:04.853329+00:00,excel_import
Centre De Formation Professionnelle Des Carrefours,training_provider,QC,Montreal,1240 rue Moffat,H4H 1Y9,(514) 761-8022 ext. 1403,info.cfpdc@csmb.qc.ca,http://www.cfpdc.ca/,IT,True,b53ec1cd-d4a8-486e-93b2-0055ba40766b,2026-01-10T13:15:04.854360+00:00,excel_import
Vibrations Om Inc.,training_provider,QC,Montreal,2075 rue de l'Église,H4M 1G3,(514) 505-1888,academie@vibrationsom.com; info@vibrationsom.com,http://www.vibrationsom.com/,"Education, Healthcare, IT, Beauty, Arts",True,f6afd94c-5be0-4fac-858c-986e9051a3ae,2026-01-10T13:15:04.855400+00:00,excel_import
ÉCole De Danse Arthur Murray,training_provider,QC,Montreal,4847 Jean Talon Street West 2nd Floor,H4P 1W7,(514) 733-3040,,http://www.arthurmurraymontreal.com/,,True,5ae35361-f0be-4f43-bcae-9b1c50907f8b,2026-01-10T13:15:04.856418+00:00,excel_import
Centre De Formation Professionnelle LÉOnard-De Vinci - ÉDifice CÃ£Â”Te-Vertu,training_provider,QC,Montreal,3200 boulevard de la Côte-Vertu,H4R 1P8,(514) 855-2273,,http://www.cfpdevinci.ca/,IT,True,26b4d59d-7c02-4377-8f70-7872292d8839,2026-01-10T13:15:04.857470+00:00,excel_import
Centre De Formation Professionnelle LÉOnard-De Vinci - ÉDifice Thimens,training_provider,QC,Montreal,405-2405 boulevard Thimens,H4R 1T4,(514) 332-7934,,http://www.cfpdevinci.ca/,IT,True,e3cb99ec-8ad6-4aa2-9584-660f65093899,2026-01-10T13:15:04.858513+00:00,excel_import
Centre De Formation Dogue Shop,training_provider,QC,Montreal,5055 avenue Bessborough,H4V 2S2,(514) 814-4094,,http://www.dogueshop.com/,"Education, Healthcare, IT",True,0a9e9cbc-b222-41b7-adc2-cb9d7d4e4895,2026-01-10T13:15:04.859549+00:00,excel_import
"Centre IntÉGrÉ De MÉCanique, De MÉTallurgie Et D'ÉLectricitÉ (Cimme)",training_provider,QC,Montreal,1100 rue Ducas,H8N 3E6,(514) 364-5300,,http://www.cimme.ca/,IT,True,73dcc1f7-25a4-49a5-a739-ad33af3baf59,2026-01-10T13:15:04.860597+00:00,excel_import
Le Groupe Formacro Inc. O/S Solutions & Co. Enr.,training_provider,QC,Montreal,631 39e avenue,H8P 2Y3,(514) 500-8409,info@fiscocpa.com,http://fiscocpa.com/,,True,16ed2c4a-aea8-46cb-9570-d79681142d9e,2026-01-10T13:15:04.861627+00:00,excel_import
CollÉGial International Sainte-Anne,training_provider,QC,Montreal,1300 boulevard Saint-Joseph,H8S 2M8,(514) 637-5000,,https://collegial.sainteanne.ca/,IT,True,2791ef54-684d-43c1-8d1c-da07027c8242,2026-01-10T13:15:04.862676+00:00,excel_import
Lester B. Pearson School Board - Sources Adult & Career Centre,training_provider,QC,Montreal,5080 boulevard des Sources,H8Y 3E4,(514) 422-3000 ext. 31522,infocds@lbpsb.qc.ca,http://careerds.ca/,"Education, Healthcare, Business, IT",True,23e38e84-dd5e-419a-b018-ded55bd89e7b,2026-01-10T13:15:04.863747+00:00,excel_import
2964-1370 QuÉBec Inc. A/S ÉCole De Langues Grandmaison,training_provider,QC,Montreal,407 rue McGill bureau 700,H2Y 2G3,(514) 985-2414,info@ecoledelanguesgrandmaison.com,https://ecoledelanguesgrandmaison.com/,IT,True,2a6af259-718f-4689-b76c-a4b42cc777ec,2026-01-10T13:15:04.864788+00:00,excel_import
9419-9338 QuÉBec Inc.,training_provider,QC,Montreal,A 208-1001  rue Lenoir,H4C 2Z6,,,,,True,89eb12cb-8018-4cab-aa6f-55fdb66d1f50,2026-01-10T13:15:04.865943+00:00,excel_import
9461-9558 QuÉBec Inc- Mondel L'Atelier Du CinÉMa,training_provider,QC,Montreal,4545  avenue Pierre-de-Coubertin,H1V 0B2,(514) 876-7775,,https://mondel.ca/en/contact-us/,Education,True,6b5db382-0d18-47ab-8154-c3f8a9099833,2026-01-10T13:15:04.866973+00:00,excel_import
AcadÉMie AÉRonautique Inc.,training_provider,QC,Montreal,200-300 Boulevard Marcel-Laurin,H4M 2L4,(514) 315-8762,info@academyofaeronautics.com,https://www.academyofaeronautics.com/,"Education, IT",True,f6e517b6-4005-43fe-91bf-3a7a71b3a068,2026-01-10T13:15:04.868012+00:00,excel_import
AcadÉMie Canadienne De Cao Inc.,training_provider,QC,Montreal,7-3145  avenue Linton,H3S 1S5,(514) 290-7711,info@academiequebec.com,http://academiequebec.com/,Other,True,54c349fc-0f4f-4910-9536-760668a5f0f1,2026-01-10T13:15:04.869046+00:00,excel_import
AcadÉMie De StÉNographie Officielle Du QuÉBec,training_provider,QC,Montreal,11-38  Place du Commerce  Bureau 614,H3E 1T8,(514) 277-6053,,,,True,aa2ba55e-f0f9-46d5-a661-02f073647808,2026-01-10T13:15:04.870061+00:00,excel_import
AcadÉMie D'OstÉOpathie De MontrÉAl,training_provider,QC,Montreal,207-910  rue Bélanger Est,H2S 3P4,(514) 272-2323,info@cliniqueosteopathielaval.ca,http://www.aomtl.ca/,,True,f5c8bdf4-f211-4f1d-b4b6-0d87d1bd616c,2026-01-10T13:15:04.871069+00:00,excel_import
AcadÉMie Doyle Inc.,training_provider,QC,Montreal,759 rue du Square-Victoria bureau 303,H2Y 2J7,(514) 912-8765,info@academiedoyle.com,https://academiedoyle.com/,Other,True,c8156dbe-53bd-4d6c-9200-da67d433df73,2026-01-10T13:15:04.872091+00:00,excel_import
AcadÉMie Dr. Serrar Inc.,training_provider,QC,Montreal,1955 chemin Côte de Liesse #100,H4N 3A8,(514) 290-7711,info@academiequebec.com,http://academiequebec.com/,Other,True,bf23071c-a57c-4ac1-8110-60e37f6ccc12,2026-01-10T13:15:04.873113+00:00,excel_import
AcadÉMie Edith Serei,training_provider,QC,Montreal,6530  rue Papineau,H2G 2X2,(450) 937-1774,info@edithserei.com,http://edithserei.com/,,True,004a2875-a822-4fbf-921a-aa86a8b87fac,2026-01-10T13:15:04.874122+00:00,excel_import
Academie FranÃ£Â‡Aise A+,training_provider,QC,Montreal,218A-6700 chemin de la Côte-des-Neiges,H3S 2B2,(514) 700-6700,,,,True,c62dc237-d1d4-4de1-a39d-7066237189f5,2026-01-10T13:15:04.875126+00:00,excel_import
AcadÉMie Herboliste Inc.,training_provider,QC,Montreal,6657  rue St-Hubert,H2S 2M5,(514) 274-4240,info@academieherbholiste.com,https://www.academieherbholiste.com/,Other,True,eb77f3da-c77c-4f7e-9c72-c70f36d0624d,2026-01-10T13:15:04.876153+00:00,excel_import
AcadÉMie Internationale CompÉTence BeautÉ Plateau Mont- Royal Inc.,training_provider,QC,Montreal,115  rue Prince-Arthur E,H2X 1B6,(450) 679-1110,info@competencebeaute.com,https://competencebeaute.com/,IT,True,1d0ba92a-35ba-4b68-a7ff-0163ccdc34ac,2026-01-10T13:15:04.877193+00:00,excel_import
AcadÉMie Mystro De RÉFlexologie E MassothÉRapie,training_provider,QC,Montreal,211-1-1805 rue Sauvé O,H4N 3B8,(514) 773-4777,info@mystro.academy,http://www.mystro.academy/,"Education, Healthcare, Business, IT, Beauty, Arts",True,52dd7ca0-e974-41ab-94d1-502ab5660508,2026-01-10T13:15:04.878240+00:00,excel_import
Aloha Yoga,training_provider,QC,Montreal,1585 Fleury Est,H2C 1S7,(514) 962-5642,,https://www.alohayoga.ca/?utm_source=google&utm_medium=gmb&utm_campaign=gmb,IT,True,b0110920-6a04-47c4-b666-e996bda47d63,2026-01-10T13:15:04.879266+00:00,excel_import
Alternative Naissance,training_provider,QC,Montreal,6006  avenue de Bordeaux,H2G 2R7,(514) 274-1727,,http://www.alternative-naissance.ca/,,True,d1d89a7c-f597-488a-a2ef-37285280c864,2026-01-10T13:15:04.880277+00:00,excel_import
Association De La Construction Du QuÉBec - MÉTropolitaine,training_provider,QC,Montreal,8245  rue du Golf,H1J 0B2,(514) 354-0609,info@acq.org,https://www.acq.org/,Security,True,3e564f23-dd6b-434a-b0d7-7a274f86cbcb,2026-01-10T13:15:04.881308+00:00,excel_import
Association De La Construction Du QuÉBec - MontrÉAl (Ho),training_provider,QC,Montreal,9200 boulevard Métropolitain Est,H1K 4L2,(514) 354-0609,info@acq.org,https://www.acq.org/,Security,True,e200f272-5f5d-4748-8850-b2ad836daac4,2026-01-10T13:15:04.882362+00:00,excel_import
Attitude HÉLicoptÈRe Inc.,training_provider,QC,Montreal,6282 rue de la Roche,H2S 2E1,(418) 476-4354,info@attitudehelicoptere.ca,https://attitudehelicoptere.ca/,Other,True,32af0611-decd-421a-9a52-574d5959bd07,2026-01-10T13:15:04.883412+00:00,excel_import
Avalon Massage Academy Inc.,training_provider,QC,Montreal,A-2452 Lapierre St.,H8N 1C1,,,,,True,929a68af-5959-4ea8-bcdd-e5494897a863,2026-01-10T13:15:04.884426+00:00,excel_import
BeautÉ Luxe - Montreal / Lux Beauty Montreal,training_provider,QC,Montreal,3990 rue Jarry Est Suite C,H1Z 0A5,(514) 245-6014,,http://www.luxbeautymontreal.com/,,True,b6b3e2ad-f740-400a-a852-44218df18938,2026-01-10T13:15:04.885447+00:00,excel_import
Camion ÉCole Du QuÉBec,training_provider,QC,Montreal,12310 Rue April,H1B 5N5,(514) 640-4888,,http://www.camionecoleduquebec.com/,,True,69de4703-6280-40fa-96dd-3bcce69a17b5,2026-01-10T13:15:04.886468+00:00,excel_import
Canadian Ski Instructors' Alliance,training_provider,QC,Montreal,401-8615 Boulevard Saint-Laurent,H4P 1W9,(514) 748-2648,national@snowpro.com,http://www.snowpro.com/,Education,True,f6d62261-5926-426e-af98-3f4977cc5dba,2026-01-10T13:15:04.887504+00:00,excel_import
Centre De CrÉAtion ScÉNique,training_provider,QC,Montreal,2-319 boul. St-Joseph Est,H2T 1J3,(514) 521-4493,,http://usine-c.com/,IT,True,025db410-f019-4ca2-892a-23982b42d63b,2026-01-10T13:15:04.888536+00:00,excel_import
Centre De Formation Professionnelle De Lachine - ÉDifice DalbÉ-Viau,training_provider,QC,Montreal,750 Rue Esther-Blondin,H8S 4C4,(514) 855-4185,,http://www.cfplachine.ca/,Healthcare,True,65b5ae60-cf5a-4d12-bd50-58e02cf632ad,2026-01-10T13:15:04.889576+00:00,excel_import
Centre De Formation Professionnelle De Lachine - ÉDifice De La Rive,training_provider,QC,Montreal,750 Rue Esther-Blondin,H8S 4C4,(514) 855-4189,,http://www.cfplachine.ca/,Healthcare,True,1c7ca1e4-2764-467c-940a-5c35abe6815d,2026-01-10T13:15:04.890616+00:00,excel_import
Centre D'Intervention Gestaltiste Le Reflet Inc.,training_provider,QC,Montreal,300-5890 avenue de Monkland,H4A 1G2,(514) 481-4134,administration@cigestalt.com,https://www.cigestalt.com/,Other,True,35f2a0ba-8fe6-4699-88d4-0f9cf2be54ba,2026-01-10T13:15:04.891657+00:00,excel_import
Centre Luna Yoga,training_provider,QC,Montreal,231 St-Paul W #200,H2Y 2A2,(514) 845-1881,luna@lunayoga.ca,http://www.lunayoga.ca/,"Education, IT",True,5c8134c5-f776-4096-b361-953c6af691e9,2026-01-10T13:15:04.892712+00:00,excel_import
CollÈGe Avalon,college,QC,Montreal,5101 rue Buchan Bureau 101,H4P 1S4,(438) 444-1050,info@collegeavalon.com; services@collegeavalon.com; contact@collegeavalon.com,https://collegeavalon.com/,Other,True,4abcccd9-101a-48c4-9b19-e9921d996fc9,2026-01-10T13:15:04.893743+00:00,excel_import
CollÈGe De Photographie Marsan Inc.,college,QC,Montreal,3536 boul. St-Laurent,H2X 2V1,(514) 525-3030,,https://collegemarsan.qc.ca/fr/?utm_source=google&utm_medium=local&utm_campaign=GMB&utm_content=Montreal-Marsan,"IT, Beauty",True,abb55c49-e30a-4d63-b7c5-9870a15cf7ac,2026-01-10T13:15:04.896311+00:00,excel_import
Convivium Inc.,training_provider,QC,Montreal,6282 rue de la Roche,H2S 2E1,,,,,True,26295193-304d-4003-bf35-a8f49babf1ec,2026-01-10T13:15:04.897422+00:00,excel_import
Decodemtl,training_provider,QC,Montreal,4-3 Place Ville Marie,H3B 2E3,,,https://www.concordiabootcamps.ca/,"Education, Healthcare, IT, Childcare, Arts",True,40b9535e-d30c-4b68-bdca-c3e7be3bf388,2026-01-10T13:15:04.898517+00:00,excel_import
Divalook Academy,training_provider,QC,Montreal,230-4260 Girouard Street,H4A 3C9,(514) 462-4839,,https://divalookacademy.com/,,True,5d5f1188-2cde-4291-b82b-6d51aebfd12d,2026-01-10T13:15:04.899582+00:00,excel_import
ÉCole Des MÉTiers De L'AÉRospatiale De MontrÉAl - Csm,training_provider,QC,Montreal,5300 rue Chauveau,H1N 3V7,(514) 596-2376,emam@cssdm.gouv.qc.ca,https://ecole-metiers-aerospatiale.cssdm.gouv.qc.ca/,Other,True,91546f69-2c80-4c7f-8a77-00dcbf036bf8,2026-01-10T13:15:04.900671+00:00,excel_import
ÉCole Internationale D'Accompagnement CybÈLe,training_provider,QC,Montreal,13 000 rue Sherbrooke Est Suite 304,H1A 3W2,,,,,True,e1c5108c-8526-472f-a2d7-17ed5f24e78a,2026-01-10T13:15:04.901768+00:00,excel_import
"ÉDucation Pour Les Leaders En IngÉNierie, Technologie Et Environment (E.L.I.T.E)",training_provider,QC,Montreal,1561 - 507 Place d'Armes,H2Y 2W8,(888) 907-3643,,,,True,be39cd3b-1dd1-4a68-922e-e041d9fc233f,2026-01-10T13:15:04.902872+00:00,excel_import
